白银祭司=tfboys？？？吓cry😳
"当年看了一堆骂爵迹的评论，没去电影院看。直到登陆网络平台后，一口气看完，大呼过瘾。作为学动画的我，感觉国内能做到这个水准很不容易了。色调很贴合剧本世界观、动作流畅、镜头语言更棒。唯一缺点，就是有几个地方交代的不是很清楚，后期补了小说才明白。
现在特别期待爵迹2，坐等上映。"
emmm
我的妈 太期待了👏👏👏💪
挺喜欢第一部的 不要人云亦云 对中国电影这是进步
2018下半年话题最热
烂片预订，看到爵迹2投降退出暑期档的新闻就赶紧过来点赞了
烂片预订，看到爵迹2投降退出暑期档的新闻就赶紧过来点赞了
祸害社会底层孩子的脑残电影，差距就是靠这些东西慢慢拉开的🙂。
建议小四把上映日子提前，以范同志现在的处境广电很有可能把她的戏份全剪掉
也许特效会变好看 如果没变公司的话想去看他们成长
比一好吗
因为有易烊千玺啊
坐等看后打五星的真爱粉，考验你们的时候到了。
全国人口智商普查又要来啦！
可以，三小只凑齐召唤神龙
祝你票房过亿，相信自己，你可以的
我其实口味满重的吧。。。
辣鸡还有2 圈钱圈疯了 
说实话我在年少不懂事的时候看爵迹小说居然还觉得真tm有意思。。。。
你的电影，我不敢恭维，只期盼广电能看到，然后封杀你……
看了王俊凯的天坑鹰猎之后对他的作品比较期待
还有第二部？！
"预告片的一句“抑或”把我逗乐了！
不说书面语，没办法聊天。
四娘不忘初心啊"
本来想看看第二部比第一部能有多少进步，结果看到演员列表里有王俊凯，连看的欲望都没了
期待他“超越”自己，突破底线。
期待银尘
首先原著上可以很明显的看出来 框架和fate像的太明显了 而且电影拍出来了之后 部分情节桥段也很像fate ，然后电影的制作整体效果很差 面部太僵硬 动作不流畅 完完全全的动画片  虽然是比较革新 但是拍不出好效果 评价也不会高的 
这么垃圾烂，竟然拍2
真硬^_。硬到第二部 还有这么多人陪他一起硬
这个世界上没有什么金XX奖不是一部《爵迹》不能搞定的；如果有，那就两部；
这玩意还有2…
：）想看
为银尘吴亦凡
凡凡。😍😘
微博上又在卖热搜了，垃圾电影还没凉吗？
原班人马回归？什么鬼
一个敢导，还有一群人敢演，真的佩服！
范冰冰你怎么看？
预告片特效不错，其他难说
毕竟第一部和书都看过，冲颜值会想看
希望四导这么久才放出第二部是去好好做效果了。嗯……
期待
在微博上看到预告 感觉画面比第一部精致好多…还是挺想看的
所有没看电影就打一星的，都是耍流氓。
提前一星守护～
有什么好值得一提的？
高中的回忆  再烂  也是一个时代  烂时代烂人们也得有回忆
看看到底有多烂！😂
害，还真想知道有多烂
还能不能上映了！？
电影院看过第一季，想看第二季！！这么多年了什么时候出来！
祝你票房过亿，相信自己，你可以的
对不起，我想看，从初中就看的原著党
我感觉很好啊
想看银尘
还是那句话，那些说傻逼人口普查的我是不赞同的，起码你得排除看笑话的和工作取材的吧
虽然大家都在喷烂片，但是只有看过小说的人才知道这电影有多么的赞嘞！(我很肤浅，就是觉得爵迹1很好看！很还原小说)郭敬明，赶紧定档！从高三等到大学快毕业嘞！我太难了😭
易烊千玺
感觉特效比第一部好了很多
为了看吴亦凡
郭敬明又来嘲笑我们的智商了！！！！
小四还好意思出续集。
可能我是少数觉得爵迹1好看，所以很期待爵迹2的人，真的希望可以看到续集
什么时候上映啊
很想念银尘。
我也想看看吉尔伽美什。
不管你们怎么说，我个人感觉第一部还是好看的。期待第二部
我竟然天真的以为，这片子能过3分？
我不跟风，我只想把它看完～
我严重建议这片子增加新角色，由会唱跳RAP篮球的多位一体明星蔡旭坤担任演出，然后把影片底片通过太阳发射出太阳系，让外星舰队锁定剧中人物进行逐一歼灭，中国电影市场，由此不再辣眼睛。
看过太多人对爵迹不满意，但是我觉得挺好的，郭导在书里，在电影里构建的世界都成功了。
非常期待
刚看完小说真的觉得很不错啊，想知道《风津道》之后的故事，不知道出来了吗？有没有人知道的？？？？？？？
期待
超期待
王源
说好了，谁去  买票，谁吃  💩    ！！！
？？？？居然有续集，绝了
hhhhhhhhhh
从高中就开始看爵迹的小说，看了几遍了，很期待电影啊，第一部的场景就很喜欢，第二部快点上映吧
期待第二部，第一部拍出了我想要的感觉，画面美炸了
帅气
我的第一部也很好看！不能因为是流量明星演的大家就从心里排斥！
银尘啊！我尘妹超美
范冰冰竟然还敢出来圈钱？。。。
为什么都还没有上映，大家恶意这么大呢？不理解
我之前真的很期待这个故事 想知道故事的发展 看过剧版以后 我觉得小四的选角真好 特效真好 啥都真好 爵迹2我真心期待 
哈哈哈哈就想知道还能拍成什么样～
几年喜欢的一本小说，希望大家别抱有太大的恶意，我就先期待一下下啦～
嗯嗯嗯，四娘你敢上映，我就敢给你一星！
昨天爵迹上热搜了 以为要上映了 结果原来是拍了部电视剧 一直在等你 一直心怀期待
虽然免不了要被吐槽，但由于看过小说，非常好奇到底结局是什么！
超级好看
后来才发现，比小四更没底线的人一抓一大把，同行衬托最致命
看了王俊凯的天坑鹰猎之后对他的作品比较期待
当你不开心的时候，去看看那些评分低于5的国产烂片的豆瓣评论区，会笑到直不起腰
微博上又在卖热搜了，垃圾电影还没凉吗？
不知道你们怎么想的，反正我觉得挺好看的
纯粹是想欣赏CG技术
爵迹1我就喜欢看，期待2
还能上吗？至少我还想看
好想好想看奇幻悬疑大片的续集惹。
期待凯
等得我好累银零
期待
和谁配音无关，只是因为它是爵迹，我很想看。初中就开始看临界爵迹，虽然中间重写了一次，我还是想知道吉尔伽美什什么时候能安排上！忘了说，初一开始看，我马上大学毕业了……
其实自从第一部之后就一直在等，没看过原著，也不了解导演的的事迹，要说第一部的缺点，在我当时那个年纪也能挑出不少，人们的眼光总是很毒辣的，这无可厚非，但却唯独看的不够长远，甚至有些不讲情理，好也罢，坏也罢，总该有些理智的言论，被误导的、受影响的、失望的、开心的、无关痛痒的，合在一起真是一出好戏，当真是忘了谁是谁非，苦的是谁呢？
说实话我在年少不懂事的时候看爵迹小说居然还觉得真tm有意思。。。。
还能播出吗
CG，computer graphics用计算机进行视觉设计和生产。中国电影美术学会2019年进行CG艺术双年展。
一坨屎
不知道还能不能上了
看了第一部，港真我觉得不错啊😂反正见仁见智吧，我还是想看的。
还没上映就一堆评分了，真厉害🙂
求你别拍电影了
希望还能上映，我会去支持的
��️
爵迹+郭敬明+范冰冰+吴亦凡=？？？年度大烂片？话题超神？？？刷到50000京流量？？？
爵迹书粉
寒夜
预告片特效不错，其他难说
哈哈哈，真的
想看票房会不会比阿修罗更惨。
服化道还是不错的，剧情我已经放弃了。
TFBOYS 
去电影院看这部电影的人都是为中国电影倒退在做贡献！
设定很重口and带感啊哈哈哈我还蛮想看的
看完了一就一直期待二，没想到等了好几年，所以什么时候才上映啊？
2019，爵迹2不在，想它。
我真的想看👌看看能有多烂
我慌得一批
可以，三小只凑齐召唤神龙
中国这类电影挺少的，有人敢于去做这件事我觉得挺好，会去支持票房。
小时候看过小说，看了爵迹1……对于改编IP来说，郭敬明绝对是良心了……他对自己的作品还原的还是很好的，被黑的太过了……不喜欢可以不看，少点人身攻击和谩骂吧
想看！！！！！
为什么众所周知的烂片导演和明星还有接不完的投资和片约·真的是耻辱·没有买卖就没有伤害·那为什么有这么多的垃圾电影电视剧·就是因为有这么多的垃圾脑残粉观众在支持着这个庞大的产业！
有没有不想看的选项？
第一部，有好有坏。希望第二部好好加强。
你敢上映我就敢给你1分
为了不对打药神等片，小四毅然选择改档。可惜，千算万算没算到冰冰凉了，上映也遥遥无期了。哈哈，本来能圈个两三亿，现在好了，亏死。
等着打一星，郭敬明效应太可怕了
这片到底上不上啊？18期待到19！！！都准备好开嘲讽技能了…
提前一星守护～
鼓励一下
好期待爵迹2啊，希望快一点上映。这样就知道郭敬明又亏了多少钱，郭敬明导演相信你自己，你一定能够拍好爵迹2的。
毕竟第一部和书都看过，冲颜值会想看
韩式平眉大电影，每个角色都是韩式平眉。
梶浦由记
【华语首部全真人CG电影。】#国产动画之无限首部#
替特效感到不值
啊这堪比《雷锋的故事》的特效！为啥看预告片我的脑子里蹦出的就是《雷锋的故事》 确定是成片剪出来的？
听说要保号
乐视上线了 然而五六毛的特效 一块九毛五的大长腿… 我决定换台
期待哦
大概是看得最认真的一部烂片……试图搞懂片中的人物关系，但到结尾也妹明白大家为啥互撕。音乐不错，其他是屎。
大牌云集 片酬大家一分 剩下的钱来做特效 也就网游的水准了
郭敬明电影在豆瓣评分再度突破新高达3.9分！
在幸福蓝海看赏金猎人的时候看到了预告，预告做得真TM好
初中时爱读的小说，人物名字太长，这次请的都是有颜值的人物，不知道会不会像小时代那样光有一张皮。
看预告片 觉得挺好
假脸姐妹团？
好奇
期待殿下！
不知道郭敬明对电影两个字有什么误解 请他拍完这部就收手 放过中国电影和低龄观众好吗 真是谢谢他了
狮们联合出品，参投，负责海外发行，北美英国和大陆同时上映。
这个阵容，疯了。
这个阵容，疯了。
大牌聚集。看看这渣片
"银海直行，一骑绝尘。
七度王爵，正在醒来。
"
期待经典！
等我想卷街的时候一定去看看
小四的奇幻片我想看看为造就什么样的话题
是好是坏，到电影院带上3d眼镜再说。
必看～
有钱真好，不管脑子里YY的什么鬼东西都能拍出来
看了预告片一闪而过的陈学冬好可爱，哈哈哈，好像是迪士尼动画里淳朴正直出身低微的男主设定！不过没看过原著看这种片子会不会理解困难？毕竟什么奥斯汀大陆、西之亚斯兰帝国、一度王爵吉尔伽美什。。。这种名字不管电影还是小说里都让我十分难以识别，阅读障碍，取个中文名多好！
期待 相信郭敬明肯砸钱 特效效果肯定很好 最最最最最最最最期待的还是我的神音 wuli幂幂
这是动画片？？？还是？？？？？
为什么最近的国产电视剧电影几乎都是当年看过的小说（微笑 尽管瞄了一眼之后只想发黑人问号但还是有一丢丢想看🙈
http://suo.im/1h12FL
好奇
不管怎么说 这是一种新的尝试
就是想看，没有理由
讲真，看了那么多有的没的国产电影电视剧之后看这个预告觉得特效啊什么的做得挺好的啊.........就是人物都太动画了一点...
期待！这一回合 韩寒赢了了
到处都是一颗星 我看最后能拉回多少分 反正还是期待的 真人CG
为什么评分只有两个标准？“想看”和“看过”，强烈要求怎假两个“不想看”和“没看过”！我认为这个电影想看的人都是傻逼，去电影院看过的人都是大傻逼
非常期待，很想看陈伟霆啊啊啊啊啊！！！
有点期待，希望不会让我失望
这可能是国产史上评分最低的一部戏，先占个位。
郭导的每个电影都会找枪版来看，所以知道什么叫真爱了嘛？
尼玛都改影片类型了？动画？？
哈哈哈啊我等下载啊，看看到底有多烂！
蛮期待小四的电影
颜值都不要太高
"看这两天热门的趋势，是时候发这两段视频了，pipa酱爱你～https://dou.bz/00Lb3I
https://dou.bz/3LVAWt"
粉丝电影巅峰之作
郭敬明我欣赏你的才华和勇敢，但请你别在实力还没成形的时候就装逼过头。讲真，我是真不想标记这些电影！
我想知道主题曲是什么~
這就是一口奇臭無比的濃痰，粉絲們張嘴接著，反覆咀嚼並細細品嚐其味，豈不噁心哉？
期待吴亦凡的银尘大人，心中的大天使，预告片很好看，9月30号会去支持的
看到宣传片 我一星都不想给
陈学冬的个人秀？
所有爱演烂片的人都凑一起了。。。。。严屹宽怎么能跟这些人混一起。。。。。。。都一群0演技。。。。
那特么是不是无限剑制?
哈哈，会去看看有多烂的。毕竟小时代我也看了啊（佩服我自己）。
源宝宝银幕首秀TT儿砸加油！
看完之后发现小时代是业界良心
我爱豆接这部……我是拒绝的……
妈的为了吐个槽我还不得不点想看！首先郭敬明的团队麻烦去把IMDb上郭敬明的名字拼对好吗！其次如果你一样要装逼起个英文名就按照英文的规范把D后面那个点给我点上好吗？！！！不会的话去学学Agents of S.H.I.E.L.D. 至于英文全名，我已经选择性失明了，这么狗屁不通的全名你还是藏起来用缩写就好了
好多明星
听说请了梶浦由记作曲，有钱真好。我要看过以后客观的给一个恶毒评价！
毕竟看过书，想来看看电影
王源笑地好淫
大牌云集
杨幂的妆容看上去很好！期待！眼神很到位！
想看能打分嘛？我只是想标记一下，看了几分钟有点接受不了，我觉得这将是考验我眼力的一幅巨作。
希望凡凡出演银尘。
故事梗概都看得我尴尬😅
范爷参演
未播先烂
期待陈伟霆爵迹幽冥👏🏻👏🏻👏🏻👏🏻
我能说个神么，浪费我的视线，闪瞎我的眼
期待一下这部电影怎么拍，原著最喜欢幽冥啦希望陈伟霆好好演～
。。。
吴亦凡，待你称王！
为了看大大的设定
我会让同伴在梶浦由记的BGM响起时把我叫醒
期待！吴亦凡！
真人cg，真的很值得期待！
听说小四正在试图证明小时代不是最烂国产片？
没看过书，不过在电影院看广告对3块钱特技效果感到很好奇，冲着这好奇心要去贡献一下票房。嗯。
到时候叫上人们一起
影片还没有出来，竟然已经有了这么多评论的，真让人大开眼界。
干脆做成CG算了，看了预告根本没认出来原来是谁了哈哈
这预告cg  让我感觉不如用票钱买个正版单机 看cg
我很期待同名网游的发布 这样就没人在我耳边谈论是波比上单比较厉害还是盖伦上单比较厉害了
老师说这部电影 在电影界而言 可以不这么低。。
哈哈哈 审丑一下得
想看啊，小说很喜欢呢
嗯……
何等颜值…
烂到无下限。
好奇有多烂
挺佩服郭敬明，真能作…
"集起中国演技最烂的一群演员来召唤一次""奇迹"". 据说是长达两小时网页游戏介绍？预告片里那怪兽扇动翅膀都跟得了关节炎似的？exo me ?"
必须看 
打打杀杀，吵死了，故事内核毫无意义
窩只想看Kwau Tshai-kieh
你们没看的就别bb了，我想问一下看过的人认为我们有必要花时间去看嘛？因为我怕我又在电影院里睡着然后手机被偷了
毁了你我高中年代
国内第一部这样的电影，看到好多人批评，我觉得应该宽容些，国内的电影需要不同的色彩，还需要努力，这应该是一个尝试吧！会去看的
期待
快来玩贪玩雷霆。我是甄子丹。
神烦郭敬明，为了老吴也许会去看……嗯……看心情咯
他的电影只注重颜值 可以去养养眼 剧的质量大家都懂
据说是5分钱的特效加狗血的剧情凭凑起来的电影，先收藏，看完再吐槽，科科…
还有2
原作是悬疑剧，电影是动作片。即使声音和形象崩成这样我想还是会有人去看吧。毕竟情怀放在那呢。
挺感兴趣的 本来就比较喜欢这类有魔幻色彩的电影 期待
我看不到了😂
看完预告片我竟觉得有点燃，去影院看画面似乎也不错。。尤其是对比幻城
我是来看热闹的 为了老吴我容易嘛(๑•̿ ·̫ •̿๑)
期待
这个特效，我不如去看最终幻想过场cg
一把年纪了还要为儿走钢索看这种片子……
艹你吗真装逼
才刚宣布呢呀，就立cp啦！哈哈哈
建议豆瓣做个功能，给下面的短评也能打五星
光看演员阵容就无比期待了
好喜欢陈伟霆的那个造型啊
看完预告片后，我决定一定要去电影院看！
还蛮期待小四的爵迹的
期待不知好看不
没错，纯为吴亦凡！
王源宝宝
"誰簳駡莪萌葬爱家族的主题电影，我狗蛋绝不会放过你们。



[后面的字实在懒的找了，括号内删掉]"
郭敬明开展的全国弱者人口普查活动即将开始
最期待的电影啦
看过小时代，挺好看的。期待爵迹，希望能带来惊喜。
题材很好，演员也很棒，期待上映
恩....
抵制不要脸圈钱，打一星嫌多，都对那些良心电影人不公平。
好奇到底是怎样的烂片   才能有这样清一色的差评
其实我并不想看，热门的那是bgm不是你打的那什么。豆瓣现在入侵了这么多小学生了？
take a risk
并不想看.....
好像挺大争议的，忍不住有了好奇心，给票房做点贡献去
想看一下有多烂
马克一下 心情不好了就来看看差评段子
